Brand,RAM,Storage,Camera,Battery,Display,Age,Price
Oppo,6,256,32,5790,6.2,2,23410
OnePlus,6,256,32,5336,6.7,3,24990
Vivo,12,128,16,4432,6.8,4,12480
Realme,6,256,64,3968,6.8,5,5000
Vivo,12,64,48,5115,6.4,2,25276
Apple,6,256,12,5366,6.9,2,54838
OnePlus,12,64,48,3697,6.7,3,30212
Vivo,4,256,64,4416,6.1,5,5000
Realme,6,256,64,5736,6.4,5,5320
Oppo,8,256,12,5856,6.5,3,12578
Samsung,8,256,16,5433,6.2,5,19420
Asus,6,256,64,4031,6.3,5,5680
Vivo,6,256,12,5074,6.1,5,7500
Vivo,12,128,108,3601,6.7,1,33744
Samsung,12,64,12,4574,6.3,1,40702
OnePlus,6,128,64,5382,6.4,2,30292
Apple,4,64,64,4153,6.4,0,67200
Realme,4,256,48,4859,6.4,1,22578
Samsung,12,128,16,4581,6.2,0,47800
Vivo,8,256,16,5990,6.8,4,5000
Vivo,12,64,32,5793,6.3,3,19431
Xiaomi,8,256,12,4390,6.1,3,18462
Apple,8,128,108,5121,6.3,3,61016
Vivo,12,256,108,5337,6.3,0,40400
Vivo,12,128,16,5776,6.7,1,30123
Realme,4,64,64,3688,6.8,0,29200
Vivo,8,256,48,4709,6.4,5,5000
Apple,4,256,12,3841,6.6,1,58745
Oppo,8,256,48,3978,6.4,2,23096
Samsung,12,256,16,5503,6.7,1,43183
Oppo,6,128,16,5652,6.7,0,30800
Realme,12,256,64,5164,6.6,5,5000
OnePlus,12,128,12,4332,6.3,3,29099
Vivo,8,128,64,4407,6.7,2,23756
Oppo,4,256,64,5992,6.8,1,24656
Vivo,8,256,108,4370,6.2,5,10885
Realme,6,128,48,4988,6.4,3,17611
Oppo,4,128,32,4473,6.1,0,29600
Realme,4,256,32,4506,6.5,3,10344
Samsung,8,256,48,3550,6.6,4,27092
OnePlus,4,128,108,3723,6.2,2,31128
Xiaomi,12,64,108,3949,6.1,3,22021
OnePlus,6,128,48,4648,6.8,5,20150
Realme,8,64,64,4830,6.8,3,21185
Vivo,4,256,32,4166,6.8,4,5000
Apple,12,64,108,4690,6.4,5,48385
Asus,12,64,64,4731,6.1,4,26872
Vivo,8,256,12,3961,6.8,3,13231
OnePlus,12,64,32,4683,6.7,1,38994
Apple,12,256,12,5991,6.8,5,49010
Apple,12,256,48,4971,6.8,1,69250
Vivo,12,64,48,4809,6.8,0,37400
OnePlus,6,128,16,3993,6.8,4,21636
Samsung,12,128,48,4433,6.2,3,37208
Realme,8,128,32,5753,6.5,3,15424
Xiaomi,6,64,108,3784,6.3,3,19297
Oppo,6,128,64,4954,6.5,0,33200
Samsung,8,256,48,4730,6.2,1,40853
Oppo,8,256,108,3980,6.4,4,11912
Xiaomi,6,128,64,5620,6.5,2,24322
OnePlus,6,128,16,4181,6.6,5,9855
Vivo,8,128,48,4596,6.8,3,16429
Vivo,12,64,64,3813,6.2,2,24678
Xiaomi,6,256,64,5945,6.2,3,19275
Oppo,4,256,16,5324,6.4,5,5000
Asus,6,256,108,4202,6.8,3,23181
Asus,4,256,48,4844,6.6,2,27630
Samsung,4,64,12,3966,6.3,2,27856
Oppo,6,256,16,5942,6.4,2,20498
Asus,4,64,48,5108,6.8,1,31500
Vivo,4,128,64,5610,6.2,3,17705
Oppo,12,128,32,5163,6.4,4,20328
Oppo,12,64,16,4969,6.9,2,23996
OnePlus,6,256,64,3799,6.3,1,36119
OnePlus,4,64,16,4211,6.5,0,36800
Vivo,6,256,108,5361,6.6,0,34400
OnePlus,6,64,108,4019,6.6,2,30546
OnePlus,12,128,32,3580,6.2,5,11710
Asus,8,256,32,5911,6.6,3,19344
Realme,12,64,108,4489,6.5,1,33021
Apple,6,128,48,4249,6.3,0,68400
Vivo,8,128,108,3526,6.7,1,29510
Oppo,6,128,16,3883,6.8,2,18246
Asus,8,128,64,4889,6.2,3,21730
Vivo,8,256,48,4158,6.3,5,8730
OnePlus,12,256,64,3897,6.4,2,36432
Samsung,12,128,32,5887,6.1,3,32535
Asus,4,256,108,3894,6.2,1,32943
Oppo,4,128,32,5891,6.1,2,18622
Samsung,6,128,64,4042,6.8,4,23120
OnePlus,4,256,48,5446,6.6,3,17904
Vivo,4,256,108,5244,6.3,0,32400
Apple,12,64,12,4466,6.4,1,66579
Apple,6,256,108,3729,6.5,0,71400
Apple,8,256,48,3891,6.6,2,59674
OnePlus,12,256,108,3607,6.4,2,39186
Oppo,6,128,32,4899,6.6,0,31600
Oppo,6,64,32,5875,6.8,4,10872
Oppo,12,64,12,3964,6.1,0,36600
Oppo,4,128,64,4997,6.3,5,5000
Asus,12,128,32,4002,6.3,3,28141
Apple,4,256,16,5077,6.6,1,60359
Apple,4,256,108,4826,6.9,4,46572
Xiaomi,6,256,32,4124,6.8,2,18714
Oppo,6,256,108,5853,6.9,2,21756
Realme,6,128,48,5231,6.8,1,24602
Vivo,12,256,12,4311,6.6,0,35600
Xiaomi,4,128,32,5526,6.8,4,14148
OnePlus,12,256,12,3929,6.5,4,26592
OnePlus,8,256,12,3800,6.5,2,32148
OnePlus,6,64,64,4036,6.8,0,41200
Asus,4,128,108,5708,6.6,2,27130
Vivo,6,256,16,3919,6.3,4,5000
Asus,4,256,16,4831,6.5,1,29033
Vivo,4,256,16,4993,6.6,1,21881
Realme,4,64,16,3771,6.7,5,5000
Xiaomi,6,64,16,5841,6.1,3,13131
Apple,12,64,64,4236,6.6,3,57299
Samsung,6,64,12,4405,6.4,0,41600
Oppo,12,64,48,4886,6.9,4,16704
Samsung,4,128,16,5876,6.3,0,39800
Apple,8,64,64,5034,6.3,1,64260
Oppo,8,256,16,4156,6.2,5,11830
Vivo,4,256,64,4761,6.8,4,13872
Vivo,6,256,16,4632,6.7,2,21382
Xiaomi,6,128,12,5446,6.7,3,12448
Oppo,12,128,108,4508,6.5,3,22284
Asus,6,128,48,4258,6.2,1,33826
Samsung,4,128,12,5807,6.6,1,32793
Apple,6,128,48,4552,6.1,2,58264
Asus,12,64,32,3713,6.3,0,43600
Vivo,12,64,64,3780,6.8,5,5000
Xiaomi,12,128,64,4972,6.8,4,23360
Xiaomi,8,256,64,4289,6.4,4,16064
Realme,8,64,12,4283,6.2,4,5000
OnePlus,6,256,12,5667,6.2,5,6430
Realme,8,64,48,4150,6.3,3,18024
Vivo,8,64,12,5480,6.8,0,31600
Asus,6,256,12,3744,6.5,5,5000
Oppo,8,128,48,3727,6.9,3,19856
Realme,4,128,108,5824,6.4,3,13583
Asus,8,256,48,4098,6.9,4,24100
Apple,8,64,64,3738,6.9,1,66033
OnePlus,12,256,64,4556,6.6,0,47200
Vivo,4,64,32,4109,6.4,3,10732
Apple,4,128,32,4453,6.2,1,60965
Vivo,4,64,32,3592,6.5,0,28600
Xiaomi,6,64,64,5732,6.6,0,34200
Vivo,6,64,32,5183,6.3,4,5000
OnePlus,8,64,48,3889,6.1,4,25372
Oppo,8,128,12,4546,6.6,2,21478
Oppo,4,256,48,4911,6.4,3,14728
OnePlus,12,256,48,3672,6.6,4,26432
Realme,8,256,108,4843,6.5,5,5035
Vivo,4,256,64,3987,6.6,2,17326
Apple,4,128,12,4711,6.7,1,58715
Realme,8,256,108,5122,6.7,2,24620
Samsung,12,128,16,4799,6.6,3,29752
Oppo,4,128,16,4555,6.8,0,28800
Oppo,4,64,16,5464,6.7,0,28800
Oppo,12,256,16,5174,6.6,3,16862
Vivo,8,256,48,4767,6.5,1,29097
Xiaomi,12,64,16,5780,6.7,1,33343
Samsung,12,128,12,3702,6.3,4,21072
Oppo,12,256,32,4602,6.5,2,23852
Oppo,12,128,64,4679,6.3,4,22740
Apple,12,256,64,4700,6.5,0,75200
OnePlus,4,256,108,5474,6.5,3,25710
Vivo,8,64,16,5858,6.1,4,14112
Oppo,6,64,12,5707,6.7,1,23971
Asus,12,128,12,3743,6.2,4,19632
Realme,4,256,48,4373,6.8,5,5000
Xiaomi,12,64,48,3827,6.5,0,39400
Oppo,8,256,12,4073,6.6,4,7772
Oppo,6,256,48,5083,6.2,0,32400
Realme,4,64,32,5455,6.8,2,14244
Vivo,8,128,12,4486,6.3,1,25700
Vivo,4,128,12,4653,6.3,2,19024
Vivo,8,128,48,3579,6.7,4,12680
OnePlus,8,256,16,5635,6.1,0,40800
Xiaomi,8,128,108,3977,6.2,2,30042
Xiaomi,4,128,16,5989,6.1,5,5000
Apple,4,64,48,4686,6.3,5,37985
Apple,12,256,108,5770,6.5,5,56635
Asus,6,128,16,5345,6.7,2,23752
Oppo,4,64,108,5812,6.4,2,20556
Asus,12,128,12,4814,6.5,5,7825
Realme,8,64,108,4691,6.7,0,35400
Apple,6,128,108,5926,6.5,3,52797
Asus,4,128,12,5732,6.2,5,10950
Samsung,12,256,12,5267,6.4,3,32969
Apple,6,64,64,5242,6.5,0,69200
Xiaomi,12,64,108,3534,6.6,5,19075
Oppo,6,256,64,4591,6.1,4,7276
OnePlus,12,128,16,4091,6.6,4,26528
Asus,8,128,108,4125,6.5,5,14125
Apple,6,64,32,4284,6.7,5,41535
Oppo,4,64,64,5934,6.9,0,31200
Asus,8,128,12,3706,6.5,3,24266
Xiaomi,6,256,16,4791,6.3,3,16524
Samsung,12,64,48,4126,6.6,2,37852
Samsung,6,64,108,4171,6.7,5,20520
OnePlus,12,256,12,4117,6.9,3,26372
Asus,8,128,48,3866,6.8,5,13795
Vivo,4,64,64,5863,6.8,0,30200
Apple,6,64,16,5431,6.4,2,56436
OnePlus,8,64,64,5121,6.3,5,18245
Vivo,6,64,32,3642,6.1,3,15720
Vivo,6,256,64,4740,6.5,4,15924
Vivo,8,256,64,3546,6.8,2,25094
Vivo,6,256,64,4252,6.8,0,32200
OnePlus,12,64,108,4775,6.4,4,30792
Vivo,8,128,16,4516,6.3,1,26236
Asus,4,128,64,4084,6.8,1,31185
OnePlus,4,64,64,4078,6.7,0,39200
Vivo,12,64,16,5845,6.5,3,18352
Realme,4,64,64,5941,6.7,0,29200
Vivo,6,128,48,4914,6.8,0,31400
Xiaomi,12,256,12,4890,6.2,1,33151
Samsung,8,64,108,3531,6.5,1,42600
Samsung,4,64,64,3551,6.3,0,42200
Asus,6,64,12,4542,6.3,2,23322
Oppo,12,128,12,5272,6.3,3,18330
Vivo,6,64,108,4541,6.1,3,18245
OnePlus,8,64,12,4122,6.9,5,11320
Xiaomi,8,128,108,5843,6.3,0,38400
Apple,6,128,16,4070,6.4,5,34840
OnePlus,6,64,32,4982,6.5,5,11865
Xiaomi,6,256,12,4074,6.4,2,22654
Vivo,12,256,16,4777,6.8,2,21878
Vivo,8,128,32,5304,6.2,1,28155
Samsung,4,256,32,5219,6.3,1,33969
OnePlus,4,64,32,5503,6.6,0,37600
Xiaomi,12,256,108,5434,6.2,4,15432
Realme,6,128,16,3748,6.8,1,22043
Xiaomi,4,128,12,5712,6.9,1,23537
Apple,12,128,48,4375,6.1,3,60060
Samsung,12,64,16,3700,6.9,2,36140
Realme,12,64,64,3857,6.4,3,18888
Asus,8,256,64,4113,6.2,2,29112
Samsung,8,128,64,5926,6.2,1,42038
Vivo,4,64,12,5068,6.5,0,27600
Xiaomi,8,64,108,5294,6.6,1,34267
OnePlus,4,128,64,5006,6.7,5,17925
Vivo,8,256,12,3777,6.8,1,26379
Samsung,12,128,48,5816,6.7,3,33047
Realme,12,128,16,4618,6.4,4,11536
Apple,8,256,32,5881,6.8,4,47868
Xiaomi,8,64,48,5592,6.7,2,23550
Vivo,4,256,108,5283,6.7,5,5185
Xiaomi,8,256,12,4169,6.6,4,9956
Asus,6,128,48,4233,6.2,5,14780
Apple,8,256,16,5339,6.8,0,68800
Realme,8,64,108,5437,6.3,5,5000
Samsung,6,256,16,4958,6.2,5,14255
Realme,8,128,108,5468,6.1,4,16976
Asus,12,128,108,4323,6.6,3,27048
Asus,12,128,12,5765,6.4,4,15884
Samsung,12,128,64,4638,6.4,3,31465
Xiaomi,8,256,16,5671,6.4,0,33800
Realme,12,256,32,3926,6.2,1,28609
Samsung,4,128,12,4282,6.2,0,39600
Apple,12,64,108,5980,6.4,3,59469
Realme,8,256,48,4120,6.6,1,27265
Samsung,12,128,12,4926,6.7,1,43078
Asus,8,128,16,3585,6.4,3,21769
Samsung,8,128,32,5451,6.3,3,30200
Xiaomi,4,256,16,4249,6.7,5,5000
Samsung,8,128,48,4428,6.6,5,14980
Vivo,8,256,16,5755,6.7,2,23042
Oppo,12,64,12,4800,6.3,4,10624
OnePlus,8,128,108,5053,6.7,1,39784
Vivo,6,256,108,4880,6.6,4,8964
Vivo,4,256,108,3636,6.7,2,23908
Realme,4,128,48,5596,6.7,0,28400
Xiaomi,4,128,64,5756,6.9,1,25967
OnePlus,4,256,64,5785,6.8,5,16835
Samsung,6,128,12,3510,6.4,3,25619
Realme,6,256,16,4330,6.4,1,24137
Oppo,4,128,16,4050,6.5,4,9464
Realme,12,128,12,3526,6.3,1,29275
OnePlus,12,128,16,4385,6.3,1,38927
Asus,8,128,12,4442,6.1,0,38600
Vivo,12,64,64,5926,6.1,2,26540
OnePlus,8,256,12,4924,6.3,0,40600
Vivo,4,128,32,4584,6.2,0,28600
OnePlus,12,256,32,4181,6.4,0,45600
Asus,4,64,48,5803,6.8,5,5000
Xiaomi,12,64,16,5778,6.4,2,24996
Asus,6,256,64,3736,6.8,4,21768
OnePlus,8,256,108,3699,6.3,1,38675
Asus,8,128,64,4947,6.7,1,34886
Oppo,4,256,48,4060,6.8,3,17071
OnePlus,12,256,64,4990,6.2,4,21816
Oppo,12,256,108,5618,6.6,2,32522
Vivo,8,128,16,3920,6.9,4,9976
Realme,6,128,48,3911,6.4,1,24929
Oppo,12,256,108,4254,6.1,1,36616
Xiaomi,4,64,108,4310,6.6,1,29840
Samsung,4,64,48,5175,6.3,0,41400
Samsung,8,256,12,5613,6.7,2,31798
Apple,4,128,16,5433,6.6,2,56740
Xiaomi,8,256,108,5483,6.5,5,8410
Apple,4,128,12,4410,6.7,4,40436
Oppo,12,64,64,3989,6.8,3,24134
Realme,6,128,12,4953,6.3,3,12655
Apple,8,128,12,3556,6.5,1,64187
Oppo,4,64,48,4374,6.4,1,24033
Xiaomi,6,256,64,5426,6.7,0,34200
Asus,6,256,64,4082,6.4,4,17220
Realme,8,128,16,4480,6.3,0,30800
OnePlus,12,64,108,5256,6.8,3,31709
Samsung,8,64,16,5490,6.7,1,38685
Oppo,12,256,108,4402,6.4,4,17112
Realme,4,64,32,3561,6.3,2,16300
Samsung,8,64,64,5815,6.7,2,37576
Vivo,8,128,48,4713,6.8,2,20822
Asus,8,128,48,5789,6.4,1,34107
Vivo,8,256,48,4503,6.9,0,33400
Vivo,6,64,108,3646,6.8,1,28268
OnePlus,8,64,64,5299,6.5,3,26157
Apple,6,128,48,5578,6.1,3,49695
Oppo,8,128,64,4549,6.5,2,22208
Xiaomi,6,256,108,4145,6.8,2,25670
Realme,4,256,48,4155,6.2,1,21919
Apple,4,64,16,3669,6.8,4,37588
Vivo,8,256,16,4681,6.2,4,9080
Xiaomi,4,64,64,3593,6.5,4,14340
Realme,12,64,16,4129,6.8,1,28549
Realme,6,64,48,4565,6.8,1,23943
Asus,12,128,12,5496,6.3,1,36277
Vivo,4,128,108,4450,6.8,0,32400
Samsung,8,128,64,3963,6.7,1,39222
Oppo,6,64,48,4083,6.6,5,5000
Apple,12,128,108,5238,6.5,1,71708
OnePlus,8,256,12,4535,6.7,0,40600
Xiaomi,6,256,16,4709,6.8,4,11780
Asus,12,256,64,4685,6.9,3,30773
Vivo,4,64,32,3634,6.4,3,14206
Vivo,6,128,48,3909,6.7,1,25665
Vivo,4,64,108,4903,6.2,5,5000
OnePlus,4,128,12,4649,6.6,1,30206
Asus,12,256,12,4052,6.6,0,42600
Xiaomi,12,256,32,5758,6.5,3,17993
Realme,4,256,64,4579,6.3,1,22502
Apple,6,256,48,4180,6.1,5,48035
Asus,6,256,48,4197,6.6,4,11228
Oppo,12,128,16,4350,6.4,2,26482
Vivo,12,128,108,3789,6.7,2,30490
Apple,8,128,48,4519,6.2,4,45924
Apple,4,256,48,5022,6.4,3,47392
Apple,8,256,16,4052,6.7,3,55570
Vivo,4,64,64,3568,6.3,5,5000
Asus,6,64,108,4885,6.4,3,21621
Asus,8,128,12,5482,6.3,2,29080
Oppo,6,64,108,4540,6.2,1,29388
Oppo,8,256,16,4081,6.9,3,14035
Vivo,12,256,16,4116,6.4,2,26314
Vivo,8,128,48,5639,6.3,3,21169
Realme,8,128,32,4874,6.5,3,16915
Xiaomi,6,128,12,5488,6.1,3,13681
Vivo,12,64,108,3800,6.2,2,27384
Realme,6,128,64,4136,6.3,5,6075
Vivo,4,128,32,5985,6.6,4,5000
Oppo,12,128,108,5265,6.9,3,26436
Apple,12,256,16,3915,6.2,2,61750
Oppo,6,64,32,4707,6.2,2,21484
Realme,12,64,12,5014,6.5,3,21016
Vivo,12,64,64,4862,6.6,4,19792
Asus,4,256,108,4584,6.7,4,18844
Apple,4,64,64,5544,6.8,2,56672
Apple,8,64,12,5191,6.7,1,63296
OnePlus,4,256,48,5027,6.7,0,38400
Vivo,12,128,32,5330,6.5,0,36600
Xiaomi,8,256,12,4482,6.8,3,16125
Realme,6,64,12,4774,6.8,2,15748
Realme,4,64,16,4202,6.2,0,26800
Asus,8,128,32,5011,6.3,1,33422
Asus,4,256,16,5879,6.8,0,34800
Realme,6,64,108,4395,6.1,4,7764
Apple,8,128,16,4760,6.7,3,53416
OnePlus,12,128,12,5965,6.6,5,20620
OnePlus,8,256,48,3668,6.6,1,36676
Oppo,6,64,12,5510,6.4,2,20812
Xiaomi,8,64,16,3809,6.8,3,18245
Samsung,8,64,108,5926,6.9,3,34750
Oppo,12,128,64,4753,6.8,2,30366
Asus,6,128,12,4065,6.7,2,27466
Oppo,8,256,16,5315,6.4,4,11156
Xiaomi,8,256,108,5814,6.5,2,29808
OnePlus,6,128,16,4222,6.3,0,38800
Oppo,12,128,32,3822,6.8,4,14044
Oppo,6,128,108,4593,6.5,1,29793
OnePlus,8,128,48,5284,6.2,5,19050
Asus,8,128,48,5650,6.4,0,40400
Asus,4,256,12,3975,6.6,1,29448
Vivo,8,128,32,3736,6.7,1,27902
Apple,4,64,64,4758,6.5,1,61767
Asus,6,256,16,4549,6.8,5,6270
Realme,4,128,32,5627,6.5,0,27600
Realme,8,128,64,4085,6.9,2,24102
OnePlus,6,256,16,4381,6.2,4,15060
Vivo,8,128,64,5608,6.9,2,22130
Asus,8,256,16,5799,6.5,2,27796
Realme,12,128,12,5526,6.3,0,34600
Apple,12,64,32,5816,6.8,5,40600
Vivo,4,256,108,3640,6.3,2,22318
Asus,8,256,48,3715,6.6,1,35877
Oppo,8,256,64,5744,6.6,4,11652
Xiaomi,8,128,16,3647,6.3,1,29786
Samsung,8,64,108,5689,6.7,1,42818
Oppo,12,256,32,4482,6.5,5,15860
Realme,4,64,64,4140,6.8,0,29200
OnePlus,8,64,16,5176,6.5,5,12115
Apple,8,64,48,5366,6.3,3,57665
Oppo,4,128,12,4808,6.3,4,8592
Vivo,8,128,12,5224,6.6,3,16513
Oppo,8,128,64,5878,6.4,0,35200
OnePlus,4,128,16,5836,6.8,0,36800
Apple,8,128,108,4664,6.7,1,66744
Apple,8,128,32,4972,6.7,5,37885
Realme,12,256,64,3977,6.8,4,19496
Apple,4,128,16,5173,6.3,4,44544
Oppo,8,128,32,5725,6.8,4,12504
Realme,8,256,12,4909,6.5,3,14565
Samsung,4,64,16,5512,6.6,0,39800
OnePlus,4,256,108,3733,6.2,2,32266
Samsung,12,128,108,5543,6.8,2,40408
Vivo,12,64,16,4281,6.3,4,17168
OnePlus,8,256,16,5532,6.5,1,35643
Apple,12,64,48,3703,6.7,3,58743
Samsung,12,256,108,5766,6.3,4,29200
Asus,12,64,108,4785,6.6,4,26392
Asus,12,256,108,3622,6.5,0,47400
Oppo,12,256,12,3527,6.4,4,13720
Apple,12,256,16,5543,6.2,0,72800
OnePlus,8,64,108,3658,6.4,2,33648
Vivo,8,256,12,5592,6.7,3,19501
Oppo,12,64,12,4236,6.6,0,36600
Realme,6,64,12,5979,6.3,4,5000
Oppo,6,64,108,5535,6.2,0,35400
OnePlus,4,128,48,4589,6.5,2,26438
Apple,12,64,48,4715,6.6,4,47100
Vivo,8,128,48,5763,6.3,0,33400
OnePlus,4,128,32,3649,6.2,2,29170
OnePlus,4,64,32,4907,6.7,1,32480
Samsung,8,128,64,5733,6.3,4,25528
OnePlus,12,64,32,3904,6.2,2,35292
Asus,12,64,32,3771,6.4,1,37882
Vivo,8,64,32,4724,6.3,4,14420
Apple,8,64,64,5948,6.5,1,64319
Samsung,8,256,64,4092,6.7,0,46200
Vivo,8,256,48,4237,6.9,3,14266
Samsung,8,64,108,5112,6.9,3,33580
Xiaomi,8,64,48,5040,6.6,4,15688
Samsung,12,128,108,3668,6.1,3,35375
OnePlus,4,128,12,5579,6.4,5,15285
Oppo,4,128,16,5370,6.2,3,8868
Asus,6,128,108,5792,6.3,5,9705
OnePlus,6,64,12,4771,6.6,0,38600
Oppo,8,128,16,4077,6.8,3,17734
Apple,4,256,64,4279,6.7,5,43015
Asus,6,64,12,5741,6.8,1,29870
Samsung,6,128,48,5689,6.1,2,31740
Xiaomi,8,64,64,3800,6.8,4,14612
Realme,6,128,12,4522,6.5,0,28600
Realme,8,64,12,5427,6.9,1,25066
Asus,12,64,16,5406,6.9,2,33424
Realme,8,256,48,4485,6.8,4,5416
OnePlus,8,256,48,3971,6.7,5,15470
Oppo,6,64,48,5749,6.5,4,10676
Samsung,8,64,32,4881,6.3,1,40477
Samsung,8,64,16,5898,6.8,5,13820
OnePlus,4,256,32,5462,6.8,5,5000
Realme,12,64,108,4958,6.5,3,19915
Apple,6,64,16,5388,6.2,3,49526
Samsung,6,64,16,4473,6.8,4,24328
OnePlus,4,256,12,3874,6.3,3,17922
Asus,4,256,108,3556,6.3,0,39400
Realme,4,256,12,5425,6.7,3,11675
Vivo,4,256,108,5025,6.6,0,32400
Apple,12,128,32,4055,6.4,2,61112
OnePlus,6,128,48,3882,6.2,4,14532
Xiaomi,8,64,12,4718,6.8,5,5040
Oppo,4,64,108,4261,6.8,3,14281
Asus,8,64,48,4809,6.8,5,15245
Oppo,8,64,16,4568,6.8,2,24708
Xiaomi,12,64,64,5552,6.8,1,33506
Vivo,4,64,16,5689,6.3,5,5000
Apple,8,64,16,3905,6.4,0,68800
Oppo,6,64,48,4122,6.6,0,32400
Asus,12,256,12,4970,6.2,3,24744
Vivo,12,128,16,4825,6.3,4,12204
Vivo,6,256,108,3750,6.5,1,28837
Vivo,12,64,12,5482,6.6,4,17392
Asus,8,128,12,5534,6.7,4,11008
Oppo,8,128,16,5075,6.8,1,28581
OnePlus,8,64,64,3663,6.2,4,16892
Oppo,8,64,108,4920,6.1,5,5000
OnePlus,4,64,16,4374,6.5,3,18770
Realme,8,256,64,3853,6.6,5,5000
Realme,4,128,16,5058,6.8,4,5000
Xiaomi,12,128,108,4078,6.5,5,15970
Apple,6,256,108,3915,6.2,4,49824
Samsung,4,128,32,4059,6.5,2,32310
Vivo,8,256,12,5693,6.3,0,31600
Asus,8,128,64,3820,6.8,3,22177
Oppo,12,256,32,4455,6.8,4,18992
Apple,6,128,12,4838,6.5,1,62559
Samsung,6,256,108,5618,6.5,3,30425
Xiaomi,6,128,32,4908,6.5,4,12504
Samsung,4,128,64,5658,6.6,0,42200
Apple,8,64,12,4395,6.8,1,62630
Xiaomi,6,256,16,3706,6.9,5,6550
Vivo,8,64,16,3872,6.5,2,20424
Xiaomi,6,64,48,5073,6.9,0,33400
Asus,12,256,16,3506,6.4,1,37372
Asus,6,256,32,5927,6.4,2,26070
OnePlus,4,128,12,5593,6.5,1,30947
OnePlus,4,128,48,5738,6.3,0,38400
Apple,8,128,12,3754,6.4,4,46380
Realme,4,256,48,3547,6.6,1,23497
Realme,12,64,12,4419,6.7,1,30536
Realme,8,64,12,4664,6.5,0,30600
Samsung,8,128,32,4540,6.5,1,38657
Apple,4,128,12,3725,6.7,2,56338
Xiaomi,8,128,64,5856,6.2,1,30124
Vivo,8,64,108,3716,6.3,1,31412
Samsung,6,256,32,5624,6.5,0,42600
OnePlus,4,128,64,3723,6.4,4,19528
Samsung,6,64,64,4297,6.2,3,30142
Samsung,4,128,108,4363,6.1,3,30522
OnePlus,12,64,64,4474,6.2,2,36750
Apple,4,128,16,5731,6.7,0,64800
Apple,12,64,12,4834,6.6,5,42500
Asus,6,128,32,3712,6.4,5,5000
Samsung,6,64,48,3998,6.8,2,30582
Realme,12,128,16,4339,6.1,0,34800
Realme,8,128,64,4593,6.5,4,11036
Oppo,6,128,64,5353,6.5,5,5000
Samsung,12,64,16,5710,6.4,1,41042
Apple,6,256,64,5813,6.5,5,38760
Xiaomi,4,64,64,5190,6.8,4,11772
Asus,4,128,12,5040,6.2,5,10015
Xiaomi,6,256,108,5664,6.1,4,12648
Realme,6,128,48,4072,6.7,2,22128
OnePlus,6,128,108,4666,6.6,5,22115
Oppo,8,64,12,3632,6.7,2,18994
Realme,8,64,108,5090,6.3,5,14445
OnePlus,6,64,16,4174,6.8,4,12348
Oppo,6,64,32,4962,6.6,3,15454
Xiaomi,6,64,48,3640,6.2,5,6325
Samsung,6,128,32,5882,6.1,1,36333
Samsung,6,128,48,4822,6.6,3,24779
Realme,4,128,12,3760,6.7,3,10349
Samsung,6,64,12,5085,6.3,5,17770
Xiaomi,8,128,48,4370,6.5,4,18956
Apple,4,256,12,4952,6.7,4,38100
OnePlus,8,128,48,3919,6.3,3,25495
Xiaomi,6,256,64,4620,6.5,2,24302
Realme,8,128,108,4442,6.7,1,29463
Apple,4,256,48,5947,6.7,5,37005
Xiaomi,6,64,32,5780,6.8,5,5000
Asus,6,128,12,5799,6.4,2,23896
Apple,4,128,48,5934,6.1,5,34815
Xiaomi,12,64,108,4694,6.3,3,26209
Xiaomi,8,128,12,3774,6.9,1,28688
Apple,12,128,64,5597,6.6,1,68930
OnePlus,8,256,64,4905,6.6,1,38395
Asus,6,64,48,4743,6.5,2,27988
Samsung,6,64,16,4352,6.6,2,31844
Asus,8,256,16,5722,6.9,2,29296
Apple,12,256,48,5376,6.7,3,57540
Oppo,12,256,64,4228,6.4,2,27228
Oppo,12,64,48,4005,6.8,3,18726
Samsung,6,256,32,4978,6.2,5,7945
Xiaomi,8,128,108,5698,6.5,1,31525
Xiaomi,8,64,32,5086,6.4,5,6120
Asus,4,64,108,4030,6.1,1,34752
Samsung,4,256,64,4888,6.5,5,12575
Samsung,4,64,108,5954,6.1,0,44400
Oppo,8,64,64,5075,6.2,1,29906
Realme,4,64,32,5269,6.6,1,21021
Apple,4,64,64,5068,6.2,3,46320
Oppo,8,64,64,5522,6.3,1,29752
Samsung,8,256,32,5477,6.5,4,28076
Samsung,8,128,32,5015,6.4,0,44600
Vivo,6,128,108,5465,6.8,0,34400
Apple,12,256,12,5929,6.2,4,49008
Oppo,4,64,12,4508,6.3,0,28600
Vivo,6,256,32,5979,6.5,1,24422
Realme,6,64,32,5676,6.2,4,7176
Asus,6,64,16,4514,6.7,0,36800
Apple,6,256,12,4940,6.9,4,40788
Asus,6,256,48,5307,6.9,3,21729
Apple,6,64,48,3773,6.6,0,68400
Apple,6,256,16,3864,6.7,2,53238
Vivo,8,256,12,5893,6.2,1,25459
Xiaomi,8,64,32,5775,6.8,3,19357
OnePlus,6,256,64,4619,6.9,0,41200
Realme,12,256,48,5315,6.6,5,13960
Realme,12,64,48,4568,6.2,0,36400
Vivo,8,256,64,4091,6.7,0,34200
OnePlus,12,64,108,4030,6.4,2,36394
OnePlus,6,64,16,5986,6.4,0,38800
Asus,12,256,108,5957,6.9,0,47400
Realme,6,256,32,5818,6.1,3,15695
Samsung,12,256,16,4988,6.5,2,38220
